STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
1001099999,2014-01-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.61,24,33.0,24,1006.0,24,4.8,24,2.9,6,10.6,24,15.5,999.9,36.0, ,32.7, ,0.06,G,999.9,111000
1001099999,2014-01-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.33,24,31.1,24,1008.9,24,7.7,24,7.7,6,15.5,24,21.4,999.9,35.4,*,33.4,*,0.04,G,999.9,100000
1001099999,2014-01-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.06,24,34.6,24,1009.2,24,8.0,24,2.2,6,12.4,24,19.4,999.9,36.9, ,32.9, ,0.14,G,999.9,10000
1001099999,2014-01-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.22,24,35.0,24,1012.8,24,11.6,24,2.8,6,9.9,24,15.5,999.9,36.5, ,35.4,*,0.15,G,999.9,10000
1001099999,2014-01-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.28,24,35.1,24,1008.0,24,6.8,24,1.9,6,10.8,24,15.5,999.9,37.0, ,35.1,*,0.15,G,999.9,110000
1001099999,2014-01-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.33,24,35.4,24,1006.0,24,4.8,24,3.0,6,8.3,24,13.6,999.9,37.0,*,34.9, ,0.07,G,999.9,10000
1001099999,2014-01-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.72,24,35.3,24,1002.2,24,1.0,24,4.7,6,13.0,24,17.5,999.9,37.4, ,36.3, ,0.05,G,999.9,10000
1001099999,2014-01-24,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.56,24,35.3,24,997.0,24,995.8,24,3.9,6,12.6,24,23.3,999.9,37.4, ,36.0, ,0.05,G,999.9,10000
1001099999,2014-01-25,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.67,24,35.5,24,983.0,24,981.9,24,2.7,6,18.6,24,29.1,999.9,37.9, ,35.6, ,0.1,G,999.9,110000
1001099999,2014-01-26,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.67,24,35.6,24,996.9,24,995.7,24,1.9,6,10.0,24,17.5,999.9,40.5, ,35.4,*,0.09,G,999.9,110000
1001099999,2014-01-27,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.17,24,34.2,24,1012.5,24,11.3,24,3.4,6,4.5,24,11.7,999.9,37.6, ,34.2,*,0.09,G,999.9,110000
1001099999,2014-01-28,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.17,24,31.8,24,1011.4,24,10.2,24,6.6,6,3.2,23,5.8,999.9,35.2, ,33.3,*,0.0,G,999.9,0
1001099999,2014-01-29,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.61,24,31.9,24,1014.3,24,13.1,24,4.6,6,4.9,22,11.7,999.9,33.8, ,32.2,*,0.0,G,999.9,1000
1001099999,2014-01-30,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.61,23,33.8,23,1013.2,23,12.0,23,6.9,6,10.9,23,15.5,999.9,35.8, ,31.3, ,0.02,G,999.9,10000
1001099999,2014-01-31,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.56,24,33.1,24,1009.3,24,8.1,24,13.4,6,5.7,24,11.7,999.9,35.4,*,33.6,*,0.0,G,999.9,11000
1001099999,2014-02-01,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.22,24,29.8,24,1005.6,24,4.4,24,16.3,6,5.7,24,13.6,999.9,34.7,*,30.2,*,0.01,G,999.9,0
1001099999,2014-02-02,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.17,24,29.4,24,995.0,24,993.8,24,14.8,6,15.6,24,25.3,999.9,33.8, ,30.6, ,0.0,G,999.9,11000
1001099999,2014-02-03,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.83,23,29.0,23,990.1,23,988.9,23,2.3,6,25.3,23,31.1,999.9,31.6, ,27.9,*,0.03,G,999.9,1000
1001099999,2014-02-04,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.22,24,29.1,24,1000.6,24,999.4,24,10.4,6,14.5,24,25.3,999.9,36.1, ,27.5, ,0.06,G,999.9,10000
1001099999,2014-02-05,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.22,24,34.2,24,997.1,24,995.9,24,5.2,6,6.7,23,11.7,999.9,36.9, ,35.1, ,0.0,G,999.9,110000
1001099999,2014-02-06,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.44,24,33.8,24,996.9,24,995.7,24,0.7,6,2.5,21,5.8,999.9,35.8,*,33.8,*,0.02,G,999.9,110000
1001099999,2014-02-07,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.06,24,29.7,24,993.4,24,992.2,24,12.5,6,9.6,24,21.4,999.9,37.9, ,33.3,*,0.02,G,999.9,0
1001099999,2014-02-08,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.06,24,28.8,24,985.3,24,984.1,24,10.2,6,13.4,24,21.4,999.9,33.6, ,30.9,*,0.0,G,999.9,1000
1001099999,2014-02-09,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.89,24,30.9,24,982.7,24,981.6,24,12.9,6,12.7,24,25.3,999.9,37.6, ,30.4,*,0.0,E,999.9,11000
1001099999,2014-02-10,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.89,24,28.6,24,983.3,24,982.1,24,3.3,6,18.0,24,23.3,999.9,31.6, ,28.4,*,0.01,G,999.9,1000
1001099999,2014-02-11,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.83,24,22.4,24,987.3,24,986.1,24,8.5,6,18.6,24,21.4,999.9,27.3,*,24.3,*,0.0,G,999.9,0
1001099999,2014-02-12,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.39,24,26.4,24,993.0,24,991.8,24,11.4,6,8.8,24,19.4,999.9,33.8,*,24.3, ,0.0,G,999.9,1000
1001099999,2014-02-13,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.06,24,26.9,24,997.8,24,996.6,24,12.2,6,22.3,24,33.0,999.9,35.4, ,25.5,*,0.01,G,999.9,0
1001099999,2014-02-14,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.72,24,23.0,24,1000.6,24,999.4,24,8.6,6,23.5,24,29.1,999.9,27.7,*,23.7,*,0.01,G,999.9,11000
1001099999,2014-02-15,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.83,24,22.3,24,1000.7,24,999.5,24,4.7,6,20.9,24,27.2,999.9,28.4,*,22.8,*,0.02,G,999.9,1000
1001099999,2014-02-16,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.17,24,25.7,24,998.2,24,997.0,24,4.1,6,22.5,24,31.1,999.9,29.8,*,23.0, ,0.01,G,999.9,10000
1001099999,2014-02-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.33,24,25.5,24,1008.5,24,7.3,24,3.2,6,16.5,24,27.2,999.9,29.8,*,25.5, ,0.06,G,999.9,1000
1001099999,2014-02-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.72,23,18.7,23,1016.3,23,15.1,23,23.8,6,18.5,23,25.3,999.9,27.0,*,24.1,*,0.11,G,999.9,0
1001099999,2014-02-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.44,24,25.8,24,1014.2,24,13.0,24,14.1,6,16.3,24,29.1,999.9,32.5, ,24.4, ,0.0,G,999.9,0
1001099999,2014-02-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.28,24,30.7,24,1010.3,24,9.1,24,22.8,6,9.6,24,15.5,999.9,35.4, ,30.0, ,0.0,G,999.9,0
1001099999,2014-02-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.72,24,26.0,24,1002.3,24,1.1,24,16.6,6,13.2,24,19.4,999.9,34.7,*,31.8, ,0.0,G,999.9,0
1001099999,2014-02-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.83,24,23.1,24,996.7,24,995.5,24,12.4,6,17.8,24,23.3,999.9,32.0,*,22.3,*,0.0,G,999.9,1000
1001099999,2014-02-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.72,24,20.2,24,992.1,24,990.9,24,10.1,6,15.1,24,23.3,999.9,29.5,*,20.7, ,0.0,G,999.9,1000
1001099999,2014-02-24,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.28,24,25.6,24,988.6,24,987.4,24,6.9,6,24.6,24,38.9,999.9,32.2, ,23.4,*,0.0,G,999.9,1000
1001099999,2014-02-25,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-7.5,24,14.1,24,1008.5,24,7.3,24,11.4,6,21.2,24,31.1,999.9,22.6,*,17.1,*,0.0,G,999.9,1000
1001099999,2014-02-26,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.83,24,24.8,24,1011.1,24,9.9,24,12.3,6,16.3,24,27.2,999.9,37.0,*,17.1, ,0.0,G,999.9,11000
1001099999,2014-02-27,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.0,24,29.1,24,1008.3,24,7.1,24,9.8,6,16.8,24,25.3,999.9,37.8, ,31.3,*,0.02,G,999.9,10000
1001099999,2014-02-28,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.11,24,22.8,24,1012.4,24,11.2,24,16.6,6,12.8,24,23.3,999.9,31.8, ,27.7, ,0.0,G,999.9,0
1001099999,2014-03-01,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.33,24,29.0,24,1006.1,24,4.9,24,10.9,6,12.5,24,19.4,999.9,37.0, ,30.2, ,0.0,G,999.9,10000
1001099999,2014-03-02,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.11,24,34.2,24,998.7,24,997.5,24,5.0,6,7.6,24,13.6,999.9,36.9, ,32.9,*,0.12,G,999.9,10000
1001099999,2014-03-03,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.22,24,26.1,24,1003.1,24,1.9,24,7.7,6,15.4,24,23.3,999.9,32.2,*,25.9,*,0.02,G,999.9,1000
1001099999,2014-03-04,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.44,24,29.2,24,1002.4,24,1.2,24,7.4,6,13.0,24,17.5,999.9,35.2,*,25.9, ,0.0,G,999.9,11000
1001099999,2014-03-05,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",2.22,24,34.4,24,985.0,24,983.8,24,8.8,6,14.3,24,23.3,999.9,37.6, ,34.0, ,0.03,G,999.9,10000
1001099999,2014-03-06,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.44,24,31.2,24,961.9,24,960.8,24,4.2,6,16.3,24,29.1,999.9,35.4,*,30.7,*,0.18,G,999.9,11000
1001099999,2014-03-07,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.83,24,28.2,24,972.7,24,971.6,24,4.6,6,13.8,24,19.4,999.9,32.0, ,28.9, ,0.13,G,999.9,1000
1001099999,2014-03-08,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.61,24,23.1,24,991.1,24,989.9,24,14.8,6,10.2,24,19.4,999.9,30.4,*,27.1, ,0.09,G,999.9,1000
1001099999,2014-03-09,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.11,24,25.9,24,978.1,24,976.9,24,8.3,6,26.0,24,35.0,999.9,33.3, ,27.1,*,0.0,G,999.9,0
1001099999,2014-03-10,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.22,24,21.3,24,1002.3,24,1.1,24,14.3,6,12.5,24,25.3,999.9,29.1,*,23.2,*,0.02,G,999.9,11000
1001099999,2014-03-11,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.61,24,29.7,24,995.8,24,994.6,24,9.8,6,18.5,24,25.3,999.9,39.6, ,22.8, ,0.05,G,999.9,11000
1001099999,2014-03-12,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.06,24,24.2,24,1007.9,24,6.6,24,11.9,6,7.9,24,19.4,999.9,32.2,*,25.9, ,0.0,G,999.9,10000
1001099999,2014-03-13,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.17,24,27.7,24,990.0,24,988.8,24,4.8,6,19.8,24,29.1,999.9,36.9, ,25.0,*,0.07,G,999.9,11000
1001099999,2014-03-14,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-8.89,24,12.1,24,1000.8,24,999.6,24,1.2,5,16.8,24,25.3,999.9,23.7,*,9.1,*,0.11,G,999.9,1000
1001099999,2014-03-15,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-5.67,24,19.8,24,994.0,24,992.8,24,8.0,6,15.5,24,33.0,999.9,29.1,*,9.0, ,0.26,G,999.9,1000
1001099999,2014-03-16,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.5,24,24.7,24,988.4,24,987.2,24,14.0,6,8.5,24,19.4,999.9,31.6,*,25.0, ,0.08,G,999.9,1000
1001099999,2014-03-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.22,24,29.6,24,996.4,24,995.2,24,8.8,6,17.6,24,27.2,999.9,34.9, ,28.8, ,0.11,G,999.9,11000
1001099999,2014-03-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.78,24,17.7,24,1010.9,24,9.7,24,15.0,6,18.5,24,27.2,999.9,30.9,*,25.2,*,0.06,G,999.9,0
1001099999,2014-03-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.44,24,20.1,24,1005.1,24,3.9,24,14.0,6,18.9,24,23.3,999.9,30.0,*,24.3, ,0.0,G,999.9,1000
1001099999,2014-03-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.67,24,27.0,24,991.5,24,990.3,24,11.0,6,22.5,23,27.2,999.9,34.0, ,27.3, ,0.01,G,999.9,1000
1001099999,2014-03-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.06,24,22.3,24,990.0,24,988.8,24,9.5,6,24.8,24,33.0,999.9,30.4, ,19.6,*,0.04,G,999.9,0
1001099999,2014-03-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-7.5,24,11.5,24,998.9,24,997.7,24,9.0,6,15.9,24,23.3,999.9,20.5,*,15.6, ,0.0,G,999.9,1000
1001099999,2014-03-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-6.39,24,15.3,24,999.0,24,997.8,24,8.1,6,12.8,24,38.9,999.9,26.1,*,12.0,*,0.0,G,999.9,1000
1001099999,2014-03-24,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-7.0,24,14.4,24,1007.2,24,6.0,24,9.6,6,13.5,24,23.3,999.9,33.8,*,11.7, ,0.03,G,999.9,0
1001099999,2014-03-25,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.56,24,32.5,24,1004.2,24,3.0,24,4.3,6,20.6,24,25.3,999.9,36.3, ,26.1, ,0.12,G,999.9,10000
1001099999,2014-03-26,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.72,24,22.4,24,1014.2,24,13.0,24,16.8,6,12.1,24,27.2,999.9,34.0,*,21.9,*,0.17,G,999.9,1000
1001099999,2014-03-27,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.56,24,33.2,24,1017.7,24,16.5,24,3.1,6,7.0,24,21.4,999.9,39.0, ,28.9, ,0.02,G,999.9,110000
1001099999,2014-03-28,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.17,24,27.4,24,1026.1,24,24.9,24,11.2,6,12.1,24,25.3,999.9,38.3,*,23.5,*,0.0,G,999.9,0
1001099999,2014-03-29,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.89,24,21.6,24,1029.2,24,28.0,24,12.5,6,9.3,23,19.4,999.9,33.3, ,22.1, ,0.0,G,999.9,1000
1001099999,2014-03-30,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.83,24,21.9,24,1022.4,24,21.2,24,29.5,6,10.8,24,19.4,999.9,28.8,*,23.7,*,0.02,G,999.9,1000
1001099999,2014-03-31,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.78,24,21.3,24,1024.5,24,23.3,24,35.7,6,3.8,24,7.8,999.9,31.6, ,22.3, ,0.0,G,999.9,0
1001099999,2014-04-01,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.67,24,20.1,24,1020.3,24,19.1,24,29.0,6,12.7,24,21.4,999.9,28.8, ,20.1,*,0.0,G,999.9,0
1001099999,2014-04-02,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-4.33,24,17.6,24,1017.9,24,16.7,24,40.9,6,7.9,24,13.6,999.9,28.6, ,18.9, ,0.0,G,999.9,0
1001099999,2014-04-03,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.0,24,30.4,24,1010.3,24,9.1,24,9.1,6,12.1,23,17.5,999.9,34.0,*,27.9, ,0.0,G,999.9,11000
1001099999,2014-04-04,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.89,24,19.9,24,1009.0,24,7.8,24,13.4,6,14.8,24,19.4,999.9,35.1,*,20.7,*,0.21,G,999.9,11000
1001099999,2014-04-05,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-4.39,24,17.6,24,1010.1,24,8.9,24,39.9,6,9.9,24,13.6,999.9,28.2,*,18.5, ,0.02,G,999.9,0
1001099999,2014-04-06,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",0.28,24,27.1,24,1011.5,24,10.3,24,28.0,6,10.8,24,15.5,999.9,34.0, ,26.8, ,0.0,G,999.9,0
1001099999,2014-04-07,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.22,24,28.7,24,1008.5,24,7.3,24,18.6,6,20.1,24,23.3,999.9,35.1,*,33.1, ,0.0,G,999.9,1000
1001099999,2014-04-08,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.89,23,34.5,23,1005.8,23,4.6,23,2.0,5,7.4,23,15.5,999.9,36.5, ,34.3, ,0.08,G,999.9,100000
1001099999,2014-04-09,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.61,24,33.1,24,1000.2,24,999.0,24,4.5,6,5.7,23,15.5,999.9,36.5, ,33.3, ,0.08,G,999.9,100000
1001099999,2014-04-10,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.39,24,29.8,24,998.8,24,997.6,24,6.9,6,12.7,24,23.3,999.9,34.5, ,25.5,*,0.01,G,999.9,101000
1001099999,2014-04-11,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-4.28,24,23.0,24,997.0,24,995.8,24,0.5,6,26.3,24,33.0,999.9,28.0,*,21.2, ,0.19,G,999.9,1000
1001099999,2014-04-12,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.28,24,23.5,24,992.3,24,991.1,24,12.9,6,22.1,24,29.1,999.9,30.0, ,26.1, ,0.2,G,999.9,0
1001099999,2014-04-13,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-4.89,24,18.1,24,1001.1,24,999.9,24,11.0,6,16.9,24,21.4,999.9,27.7, ,17.2,*,0.0,G,999.9,1000
1001099999,2014-04-14,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-8.72,24,9.5,24,1013.9,24,12.7,24,11.1,6,13.6,24,23.3,999.9,17.6, ,15.3, ,0.01,G,999.9,0
1001099999,2014-04-15,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.94,24,26.1,24,1001.6,24,0.4,24,6.4,6,16.3,24,25.3,999.9,36.5, ,15.6, ,0.0,G,999.9,11000
1001099999,2014-04-16,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-2.5,24,23.9,24,990.7,24,989.5,24,8.4,6,16.9,24,27.2,999.9,32.4,*,20.7,*,0.1,G,999.9,0
1001099999,2014-04-17,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-7.67,24,10.9,24,1005.6,24,4.4,24,13.7,6,15.5,24,25.3,999.9,22.1,*,16.7,*,0.63,G,999.9,1000
1001099999,2014-04-18,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-0.83,24,26.3,24,984.8,24,983.6,24,13.4,5,24.8,24,38.9,999.9,35.4, ,16.9, ,0.0,G,999.9,1000
1001099999,2014-04-19,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.17,24,26.3,24,1001.8,24,0.6,24,8.0,6,12.8,24,27.2,999.9,33.4,*,25.3, ,0.1,G,999.9,1000
1001099999,2014-04-20,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.06,24,29.9,24,1009.6,24,8.4,24,7.9,6,13.1,24,19.4,999.9,35.8, ,28.2, ,0.0,G,999.9,0
1001099999,2014-04-21,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-3.17,24,19.4,24,1014.3,24,13.1,24,33.7,6,15.0,24,21.4,999.9,33.6,*,20.8,*,0.01,G,999.9,1000
1001099999,2014-04-22,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",-1.06,24,22.3,24,1029.4,24,28.2,24,40.4,6,9.2,24,15.5,999.9,34.7, ,20.5, ,0.01,G,999.9,0
1001099999,2014-04-23,70.9333333,-8.6666667,9.0,"JAN MAYEN NOR NAVY, NO",1.06,24,30.9,24,1027.4,24,26.2,24,14.4,6,16.0,24,21.4,999.9,35.4, ,32.0, ,0.0,G,999.9,0
